Baslik,Malzemeler,Hazirlanis,Kalori (kcal),Karbonhidrat (g),Protein (g),Yag (g),Link
Çıtır Çıtır Kabak Çekirdeği Kavurması,1 kilo çiğ kabak Çekirdeği | 1 çay bardağı süt | 2 yemek kaşığı un | 1 yemek kaşığı tuz,"Çiğ kabak çekirdeği fırın tepsisine yayalım . Üzerine 1 çay bardağı süt döküp karıştıralım. Çekirdekleri hepsi ıslansın. Üzerine 2 yemek kaşığı unu ekleyip 150 derece fırını ayarlayalım . Soğuk fırına koyalım. 3- 4 dakika bir karıştıralım. Undan dolayı çekirdekleri dibine yapışmasın çekirdekleri hafif nemli iken tuzunu atalım karıştıralım . İstenilen kızarıklığa gelince fırından alalım üzerine bir havlu örtelim. 20 -25 dakikada dinlendirelim ,bu çekirdekleri dahada çıtır yapacaktır ,afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/citir-citir-kabak-cekirdegi-kavurmasi/
Islak Soslu Sandviç,"2 adet rendelenmiş domates | 2 diş rendelenmiş sarımsak | 1 adet rendelenmiş kuru soğan | 1 yemek kaşığı ketçap | 1 çay kaşığı tuz | 1 çay kaşığı toz şeker | 1 çay kaşığı sirke | 1 çay kaşığı karabiber | 1 çay kaşığı kimyon | 1 su bardağı su | 1 tatlı kaşığı biber salçası | 1 tatlı kaşığı tereyağ | 2 yemek kaşığı zeytinyağı | Yarım kangal sucuk (önce ikiye sonra ortadan ikiye dört dilim olacak) | 1 yemek kaşığı zeytinyağı ve 1 tatlı kaşığı tereyağı (sucukları pişirmek için ) | 1 adet domates(yarım ay dilimlenecek ) | 2-3 adet yeşil biber | 1 adet kuru soğan (halka dilimlenecek ) | 1 yemek kaşığı zeytinyağı (pişirmek için ) | Yarım çay kaşığı tuz, karabiber | 1 adet tandır ekmeği","Tavaya yağları koyalım. Soğanı sarımsağı koyup 2-3 dk pişirelim. Salçayı domatesi ketçapı ekleyelim. 2-3 dk pişirelim, karıştıralım. Tuzu, şekeri,sirkeyi, karabiberi ve suyu da ekleyip 2-3 dk pişmesini bekleyelim. Yağda iki tarafını da kızarttığımız sucukları sosun içine atalım. 2-3 dk sosla sucukları pişirelim. Ocağın altını kapatalım. Ekmeği ortadan ikiye keselim. Bu sosla ekmeğimizi ıslatalım. Sucuk dilimlerini yerleştirelim. Az yağda kızarttığımız soğanı domatesi biberi üzerine koyalım. Tekrar sostan gezdirelim sandviçi kapatalım. Sıcak servis yapalım. Afiyet olsun",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/islak-soslu-sandvic/
Çiğ Köfte,2 su bardağı ince bulgur | 1 orta boy soğan | 2 diş sarımsak | 1 tatlı kaşığı dolusu biber salças | 1 tatlı kaşığı dolusu biber salçası | 3 yemek kaşığı siyah pulbiber | Yarım demet maydanoz | 1 çay kaşığı kişniş | 1 çay kaşığı kimyon | 1 çay kaşığı reyhan,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cig-kofte-3695524/
Kısır,3 çay bardaği köftelik bulgur | 2 çay bardağı kaynar su | 1. yemek kaşığı domates salçası | 2 adet kuru soğan | 4 diş iri sarımsak | 3 yemek kaşığı nar ekşisi | 3 küçük salatalık | 2 orta boy domates | 1 tane limon | Taze dereotu | Taze maydanoz | Taze yeşil soğan | Pul biber | Karabiber | Kimyon | Tuz,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kisir-3663995/
Patates Salatası Mükemmel Tam Tarif,4 adet orta boy patates | 1 adet orta boy soğan | 1 Demet maydanoz | 2 dal taze soğan | Tuz | Karabiber | Pulbiber | Limon,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/patates-salatasi-mukemmel-tam-tarif/
Mısır Gevrekli Toplar,4 metro çikolata | 1 kaşık tereyağı | 1 kaşık dolu dolu bal | Yarım paket mısır gevreği,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/misir-gevrekli-toplar-2539309/
Kaşar Dolgulu Kirpi Patates Köftesi,"5 tane orta boy haşlanmış patates | 1/2 (yarım) su bardağı peynir (kaşar, çeçil peynir hangisini isterseniz) | 1 çay kaşığı tuz | 1/2 (yarım) çay kaşığı nane, kekik, sumak, pulbiber, kimyon, karabiber hepsi yarımşar çay kaşığı (damak tadınıza göre hepsini arttırabilirsiniz, azaltabilirsiniz, başka baharat ekleyebilirseniz) | 1 yumurta | 1, 5 su bardağı tel şehriye | Sıvıyağ","Haşlanan patatesin içine bütün baharatları, tuzu, ekleyip yoğuruyoruz Bir kaba yumurtayı koyarak iyice çırpıyoruz. Başka bir kaba tel şehriyelerin koyup, yoğurduğumuz patatesten bir buçuk ceviz büyüklüğünde kopartıp yuvarlatıyoruz, peynir için, patates topunun ortasına parmağımızla bastırıp, peyniri koyarak tekrar yuvarlatıyoruz. Kızartma yağını ocağa alıp, yağı ısıtıyoruz (yağa çırpılmış yumurtadan bir damla damlatıyoruz, yumurta hemen kabararak pişiyorsa yağ yeterince kızgın demektir) Patates toplarını, önce yumurtaya sonra tel şehriyeye bulayıp, ısıttığımız yağda kızartıyoruz. Altın rengini alan patates toplarını yağdan alıyoruz, bütün patateslere aynı işlemi uygulayıp, sıcak servis ediyoruz, dışı çıtır, patatesi yumuşak peyniri akışkan harika bir lezzet oluyor. Deneyenlere afiyet- i şifa olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kasar-dolgulu-kirpi-patates-koftesi/
Nefis Kaşarlı Mantar Yapımı,500 gram  mantar | İsteğe göre kaşar | Tuz | Pul biber,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/nefis-kasarli-mantar-yapimi/
Kafana Göre Makarna,"Tercihen yarım paket makarna | Tuz, yağ, su | 100 gr kıyma (tercihe göre) | 1 adet domates | 1 adet soğan | 4-5 diş sarımsak | Bol çeşitli baharatlar (köri, kimyon, karabiber, bir çırpıda knorr domates sosu) | Zeytinyağı | 1 yemek kaşığı Domates salçası",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kafana-gore-makarna/
Güveçte Kumpir,6 adet patates | 1 orta boy kase haşlanmış bezelye | 1 yemek kaşığı tereyağı | Kırmızı yağ biberi | Kornişon turşu | Yeşil zeytin | Siyah zeytin | Mısır | Kaşar peynir | Karabiber | Tuz,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/guvecte-kumpir-2988542/
Menemen,"4-5 tane domates | 4 tane ince tatlı sivri biber | 3 tane yumurta | 1, 5 çay kaşığı kadar tuz( tuzu kendi ağız tadıniza göre ayarlayın) | 1 çay kaşığı karabiber | 2 yemek kaşığı sıvı yağ",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/menemen-3557857/
Kızarmış Muz (Çinlilerin Tatlısı),2 adet muz | 1 tatlı kasığı kabartma tozu | 1 çimdik tuz | 1 paket vanilin | 11-12 kaşık su | 100 gr un | Sıvı yağ (1 litre),"Un, kabartma tozu, şeker, tuz ve vanilini katıyoruz. Bir kabın içine hepsini karıştırıyoruz. Ardından kaşık kaşık su ilave ediyoruz. Hamur biraz sert olmalı, muzu kaplamalı :) Sonra sıvı yağı tencereye döküyoruz. Altını önce tam açın, sonra kısın. Ne çok sıcak olmalı, ne de ılık, ortası olmalı. Ondan sonra muzları teker teker yaptığınız hamura batırıp, sonra yağa atın ve kahverengi oluncaya kadar pişirin.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kizarmis-muz-cinlilerin-tatlisi/
Mercimek Köftesi,"1 bardak köftelik bulgur | 1 bardak kırmızı mercimek | Yarım litre su ( Mercimeği haşlamak için) | 1 tane kuru soğan | Yarım çay bardağı zeytinyağı | Yarım yemek kaşığı biber salçası | Bir yemek kaşığı domates salçası | Yarım çay bardağı sıcak su | Maydanoz, 3-4 sap taze soğan | Tuz, karabiber, pulbiber","Mercimeği su ile haşlıyoruz. Haşlanmış mercimek bulgura dökülür ve ağzı kapatılarak biraz bekletilir. Kuru soğan bir tavaya yemeklik doğranır. yarım çay bardağı zeytinyağı eklenir kavrulur. Üzerine biber ve domates salçaları eklenir. karabiber, pulbiber eklenir. Yarım çay bardağı sıcak su da eklenip tavada karıştırılarak biraz kaynatılır. Bu karışımda şişen bulgurun üzerine dökülür ve ağzı kapatılır. Maydanoz ve taze soğan küçük küçük doğranır. bulgur yoğurulur. Tuzu kontrol edilerek isteğe göre atılır. Maydanoz ve taze soğan da eklenir ve elde sıkılarak marulların üzerine dizilir.İster marulla isterseniz yanında ekşili marullu salatala ile servis edebilirsiniz. Afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/mercimek-koftesi-5392954/
Nohut Cipsi (Videolu),1 su bardağı nohut (haşlanmış) | 2 yemek kaşığı sıvı yağ | 1 çay kaşığı tuz | 1 çay kaşığı kimyon | 1 çay kaşığı karabiber | 1 çay kaşığı knorr sarımsaklı yoğurt çeşnisi | 1 çay kaşığı zerdeçal,Haşlanmış nohutları borcama yada fırın tepsisine koyuyoruz . Bütün baharatları ilave ediyoruz. Baharatları yedirmek için karıştırıyoruz. Sıvıyağı ilave ediyoruz. Tekrar karıştırıyoruz. 200 derece fırında 30 dakika pişiriyoruz. Fırın tepsisi kullanırsanız yağlı kağıt kullanırsanız daha pratik olur. Borcamda kağıda gerek yoktur. Afiyet olsun göz hakkınızı helal edin 🙏🏻.,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/nohut-cipsi-videolu/
Yok Böyle Bir Lezzet! Meşhur Fellah Köftesi,"2 su bardağı köftelik bulgur | 2 su bardağı sıcak su | 1 su bardağı irmik | 3 yemek kaşığı un | 1 yemek kaşığı domates salçası | 1 yemek kaşığı biber salçası | 1 tatlı kaşığı tuz | Yarım su bardağı sıcak su | 1 adet yumurta | 1 tatlı kaşığı kimyon | Su | 2 çay kaşığı tuz | 1,5 çay bardağı zeytinyağı | 5-6 diş sarımsak | 2 yemek kaşığı biber salçası | 4 adet domates rendesi | Tuz | Karabiber | Maydanoz","Öncelikle köfte harcımızı hazırlayalım. Bunun için uygun bir yoğurma kabına bulgurumuzu alalım ve üzerine sıcak su ekleyerek üzerini kapatalım. 10 dakika dinlenmeye bırakalım. Şişen bulgurlarımızın üzerini açıp karıştıralım. Üzerine irmik, un, domates salçası, biber salçası ve tuzu da ekleyerek hamurumuzu yoğurmaya başlayalım. Bu aşamada ara ara sıcak suyumuzdan ekleyelim. Malzemeler güzelce karışana kadar yoğurmaya devam edelim. Hamurun yeterince soğuduğundan emin olalım ve üzerine yumurtamızı ve kimyonu ekleyelim. Son olarak hamurumuzu son kez yoğuralım. Köftelerimizi şekillendirmek için yanımıza kase ile su alalım. Ardından avucumuzu su ile ıslatarak harcımızdan küçük parçalar kopartalım, top şekline getirelim. Serçe parmağımız ile hamurumuzun üzerine bastıralım ve unladığımız tepsimize alalım. Harcımız bitene kadar bu işleme devam edelim. Uygun bir tencereye kaynar suyu alalım üzerine tuzu ekleyip ardından köftelerimizi ekleyelim. Yaklaşık 8-10 dakika pişirelim. Haşlanan köftelerimizi uygun bir kaba alalım (geniş olursa daha iyi olur sosumuzu döküp karıştırmak için) Sosumuz için; tavamıza zeytinyağını alalım, ince doğranmış sarımsaklarımızı da ekleyerek sarımsak kokusu çıkana kadar kavuralım. Üzerine salçamızı ekleyerek kavurmaya devam edelim. Ardından rendelenmiş domatesleri ve tuz ekleyelim biraz daha kavuralım. Son olarak ince doğranmış maydanozlarımızı da ekleyelim ve ocaktan alalım. Haşlanan köftelerimizin üzerine dökelim ve güzelce karıştıralım. Servis edeceğimiz tabaklara alalım ve üzerine isteğe göre nane ve kırmızı pul biber ekleyebilirsiniz. Afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/yok-boyle-bir-lezzet-meshur-fellah-koftesi/
Xvorost (Pişi ),2 yumurta | 1 su bardağı süt | 1 çay kaşığı tuz | 1 yemek kaşığı şeker | 50 gram alkol | Alıncaya kadar un | 2 su bardağı sıvı yağ | Pudra şekeri,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/xvorost-pisi/
Pankek,"2 yumurta | 3 yemek kaşığı toz şeker | 2 su bardağı süt | 3 yemek kaşığı sıvı yağ | 2 su bardağı+ 1 çay bardağı un | Kabartma tozu, vanilya",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/pankek-997985/
Patates Havuç Tava,1 adet patates | 1 adet havuç | 1 miktar kaşar,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/patates-havuc-tava/
Şekerli Mısır,2 kaşık sıvı yağ | 1/2 (yarım) kaşık şeker | 2 kaşık mısır,"İlk önce tencerede yağ kızdırılır. Daha sonra şeker katılarak hafif karamelize edilir. Mısırlar katılarak karıştırılır. Patlama sesi duyulduğu anda kapak kapatılır. Müthiş hafif mısır patlağı, bayılarak yeniyor. Kesinlikle normal tuzlu Mısır gibi ağır olmuyor 🍿🍿🍿🍿🍿",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/sekerli-misir-4286835/
Patates Köftesi,"3- 4 adet orta boy patates | 1, 5 çay bardağı ince bulgur | 1 çay kaşığı tuz | 1 çay kaşığı pul biber, kekik | 1 çay kaşığı kimyon, nane, sumak | 1 orta boy kuru soğan | 1 tatlı kaşığı biber salçası | 1 tatlı kaşığı domates salçası | Yarım çay bardağı sıvı yağ | 3-4 dal maydanoz | Marul, limon",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/patates-koftesi-1414544/
Mercimek Köftesi,"2 su bardağı kırmızı mercimek | 4 su bardağı su | 1, 5 su bardağı ince bulgur | 1 orta boy kuru soğan | 2, 5 yemek kaşığı salça | 1 çay bardağından az eksik zeytinyağı | 1 demet maydanoz | 1 bağ taze soğan | 1 tatlı kaşığı kadar tuz | 1 tatlı kaşığı pul biber | 1 çay kaşığı karabiber | 1 çay kaşığı kimyon (isteğe bağlı hafif bir tat veriyor o kadar) | 1 orta boy limonun suyu | 1 kıvırcık marul | 4-5 dal dere otu",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/mercimek-koftesi-1357869/
Baharatlı Kaşarlı Mantar,1 paket mantar | 1 tatlı kaşığı tereyağı | 1 tatlı kaşığı zeytinyağı | Yarım çay kaşığı karabiber | Yarım çay kaşığı kırmızı toz biber | Yarım çay kaşığı kekik | Yarım çay kaşığı nane | Yarım çay kaşığı kimyon | 1 çay kaşığı tuz | 1 çay kaşığı zerdeçal | 2 yemek kaşığı doğranmış beyaz peynir | 9 tatlı kaşığı rendelenmiş kaşar,"Mantarlar soyulur, tavaya tereyağı, sıvı yağ alınır, tereyağı eriyince mantarlar konur. Mantarların tabanı kızarınca çevrilir, alt üstü kızartılır. Sonra açık kısımları tavada olacak şekilde baharatlar üstüne eklenir, suyunu salıp, çekmeye başlayınca güveç kaplarına alınır. İçine beyaz peynirler ve kaşarlar eklenir. 180 derecelik fırında kaşarlar eriyene kadar pişirilir. Kaşarlar eriyince servise hazır.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/baharatli-kasarli-mantar/
İsotlu Tam Ölçülü Kısır,6 çay bardağı kısırlık bulgur | 5 çay bardağı sıcak su | 1 yemek kaşığı biber salçası | 1 yemek kaşığı domates salçası | 7 yaprak marul | 9 dal taze soğan | Yarım demet dereotu | Yarım demet maydanoz | Çeyrek demet taze nane | İsteyen 2 adet domates ilave edebilir ben etmedim | 1 yemek kaşığı tuz | 1 yemek kaşığı isot | 3 limon suyu | 5 yemek kaşığı zeytinyağı (kıvama göre ayarlanabilir),"Önce bulgur üstüne salça ilavesi yapıp güzelce yedirin. Daha sonra sıcak suyla karıştırıp üzerini kapatarak demlemeye bırakın. Daha sonra sirkeli suda bekleyen yeşillikleri(tüm yeşillikleri her zaman sirkeli suda bekletirim) doğrayıp karıştırın. Tuzunu, isotunu, limon ve zeytinyağını ilave edin. Ve servise hazır şimdiden afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/isotlu-tam-olculu-kisir/
Nefis Çiğ Köfte (Blenderla),4 su bardağı ince bulgur | 4 su bardağı kaynar su | 1 adet büyü boy soğan ( rendelenmiş) | 2 diş sarımsak (rendelenmiş) | 2 çay bardağı isot | 2 yemek kaşığı kırmızı biber | 2 tatlı kaşığı karabiber | 4 yemek kaşığı nar ekşisi | 2 tatlı kaşığı tuz | 2 çay bardağı sıvı yağ | 4 yemek kaşığı salça | 2 yemek kaşığı ketçap | 1 tane bulyon | 1 limon suyu | Maydanoz,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/nefis-cig-kofte-blenderla/
SuperFresh Ispanaklı Kolay Kumpir Pizza,450 gr SuperFresh ıspanak | 3 adet patates | 2 yemek kaşığı ketçap yada salça | 2 yemek kaşığı zeytinyağı | Yarım çay kaşığı tuz | Yarım çay kaşığı karabiber | Kaşar peyniri | Beyaz peynir yada mozarella peyniri,"3 adet patatesi haşlıyoruz. Tavada 450 gram SuperFresh ıspanağı, zeytinyağı, tuz ,karabiber ile soteliyoruz, borcam alıyoruz. Haşlanan patatesleri borcamın zeminine yayıyoruz. Hepsini pizza hamuru misali gibi. Sonra üzerine ketçap yada salça sosu sürüyoruz. Üzerine sotelenen ıspanakları her tarafa eşit şekilde yayıyoruz. Üzerine kaşar peyniri veya beyaz peynir yada mozerella peyniri serpiyoruz. 180 derece fırında 20 dakika pişiriyoruz şimdiden afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/superfresh-ispanakli-kolay-kumpir-pizza/
Urfa Usulü Yumurtalı Çiğ Köfte,"4 çay bardağı köftelik bulgur | 2 dolu yemek kaşığı domates salçası | 1, 5 çay bardağı Urfa isotu | 1 orta boy kuru soğan | 2 silme tatlı kaşığı tuz | 1 çay kaşığı karabiber | 1 orta boy domates | 1 bağ maydanoz | Yarım bağ taze yeşil soğan | 4 yumurta | 1 yemek kaşığı tereyağı | 1 çay bardağı sıvı yağ","Çiğ köfte tepsimize bulgur, salça, kuru soğan, tuz, karabiber ve isotumuzu alıyoruz. Normal tepsi de kullanabilirsiniz. Çay bardağı ölçüm ajda dediğimiz büyük boy 150ml çay bardağıdır. Öncelikle bulgur dışında tepsiye aldığımız diğer ürünleri karıştırıyoruz. Kuru soğanı elinizden gelen en küçük şekilde doğramalısınız. Sonrasında bulguru da karıştırıp, elimizin ayasıyla tepsiye sürterek eze eze yoğuruyoruz. Yoğururken soyulmuş bir domatesi ikiye bölüp onunla da ezerek yoğuruyoruz. Yaklaşık 20dk kadar iyice yoğurduktan sonra çok kuruysa 1 su bardağı kadar oda sıcaklığında su ekleyebilirsiniz. Bunun için Urfa’da buz da kullanılabiliyor. Daha sonra çok çok ince kıyılmış taze soğan ve maydanozu ekliyoruz ve hafif yoğurmaya devam ediyoruz. Bu sırada (tercihen yanınızdaki başka biri yaparsa daha iyi olur) geniş derince bir tavada sıvı yağ ve tereyağını kızdırıyoruz ve çırptığımız yumurtaları iyice kızarmış yağa döküyoruz. Kabarıp göz göz oluyor. Karıştıra karıştıra pişiriyoruz. İyice pişince tavadaki yumurtaları yağıyla birlikte köftemizin üzerine döküyoruz. Çok yağlı oldu sanmayın köfte çok güzel çekecektir yağı. Artık çok yoğurmadan köfteyle yumurtaları karıştırıyoruz. Köftemizi hazır.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/urfa-usulu-yumurtali-cig-kofte/
Nefis Mücver Tarifi :),3 tane kabak | 1 tane ufak kuru soğan | 3 adet taze soğan | Yarım demet maydanoz | Yarım demet taze nane | Yarım demet dereotu | 3 tane yumurta | 3 bardak süt | 6 tatlı kaşığı kuru nane | 1 çay kaşığı karabiber | 3 tatlı kaşığı tuz | 6 kahve fincanı un ( Türk kahvesi) | 1 yemek kaşığı zeytinyağı | 500 ml zeytinyağ,"Kabaklar rendelenir, kuru soğan ve tüm malzemeler küçük küçük doğranır, karıştırılır. 500 ml zeytinyağında önlü arkalı kızartılır, altına kağıt havlu bırakılarak fazla yağı alınır. Yanında yoğurt ile servis edilir, afiyet olsun:)",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/nefis-mucver-tarifi/
